False Positive Rate,True Positive Rate,Threshold
0.0,0.0,2.0
0.0,0.6635367762128326,1.0
0.0,0.6697965571205008,0.9996363636363637
0.0,0.672926447574335,0.9995
0.0,0.6744913928012519,0.999375
0.0,0.6807511737089202,0.9993457943925234
0.0,0.7417840375586855,0.9985023771790809
0.0,0.7449139280125195,0.9981387408154444
0.0,0.7464788732394366,0.9978773771790809
0.0,0.7652582159624414,0.9971386430678466
0.0,0.7668231611893583,0.9970967741935485
0.0,0.7902973395931142,0.9966890380313199
0.0,0.7949921752738655,0.9962060808827846
0.0,0.812206572769953,0.9953862660944206
0.0,0.8153364632237872,0.9946913580246914
0.0,0.8215962441314554,0.9946724890829693
0.0,0.8262910798122066,0.9944444444444445
0.0,0.8278560250391236,0.9941176470588234
0.0,0.8309859154929577,0.9930097087378641
0.0,0.837245696400626,0.9924776119402985
0.0,0.8403755868544601,0.9923684210526315
0.0,0.8419405320813772,0.992258064516129
0.0,0.8497652582159625,0.9915560640732265
0.0,0.8513302034428795,0.9915120859169448
0.0,0.8544600938967136,0.9914925373134329
0.0,0.8560250391236307,0.9907523771790808
0.0,0.86697965571205,0.9905882352941177
0.0,0.8701095461658842,0.9904716981132076
0.0,0.8748043818466353,0.9902077922077922
0.0,0.8779342723004695,0.9900269541778975
0.0,0.9311424100156495,0.99
0.0,0.9374021909233177,0.9896162550081451
0.0,0.9483568075117371,0.9849606522282675
0.0,0.9514866979655712,0.984033676013525
0.0,0.9530516431924883,0.9833104500381389
0.0,0.9561815336463224,0.9824776119402985
0.0,0.9608763693270735,0.9806397653400982
0.0,0.9640062597809077,0.9805882352941176
0.0,0.9655712050078247,0.9803225806451613
0.0,0.9780907668231612,0.98
0.0,0.9812206572769953,0.9748202331993285
0.0,0.9859154929577465,0.97
0.0,0.9968701095461658,0.03
0.0005470459518599562,0.9968701095461658,0.029345794392523366
0.002735229759299781,0.9968701095461658,0.02
0.006017505470459519,0.9968701095461658,0.014930948607652254
0.007658643326039387,0.9968701095461658,0.014444444444444444
0.008205689277899343,0.9968701095461658,0.013157894736842106
0.009299781181619256,0.9968701095461658,0.013089969798124303
0.013676148796498906,0.9968701095461658,0.011512085916944904
0.015317286652078774,0.9968701095461658,0.011492537313432836
0.016411378555798686,0.9968701095461658,0.011214421252371917
0.018599562363238512,0.9968701095461658,0.010979989119379332
0.019693654266958426,0.9968701095461658,0.010756302521008404
0.02188183807439825,0.9968701095461658,0.010752377179080825
0.022428884026258207,0.9968701095461658,0.010444444444444444
0.024070021881838075,0.9968701095461658,0.01032258064516129
0.02461706783369803,0.9968701095461658,0.010317460317460315
0.0262582056892779,0.9968701095461658,0.010058755177390032
0.026805251641137857,0.9968701095461658,0.010026954177897573
0.038293216630196934,0.9968701095461658,0.01
0.04157549234135667,0.9968701095461658,0.009636363636363636
0.04266958424507659,0.9968701095461658,0.0095
0.047045951859956234,0.9968701095461658,0.008540723981900452
0.06728665207877461,0.9968701095461658,0.008502377179080825
0.06838074398249452,0.9968701095461658,0.008452113328836755
0.0700218818380744,0.9968701095461658,0.00839597483228468
0.07056892778993436,0.9968701095461658,0.008157894736842105
0.07275711159737418,0.9968701095461658,0.007727272727272727
0.07768052516411379,0.9968701095461658,0.007703703703703704
0.07822757111597374,0.9968701095461658,0.007636266094420601
0.08041575492341356,0.9968701095461658,0.007446808510638297
0.08096280087527352,0.9968701095461658,0.00733152057923817
0.09245076586433261,0.9968701095461658,0.007138643067846607
0.09354485776805252,0.9968701095461658,0.006922056384742952
0.10940919037199125,0.9968701095461658,0.006689038031319911
0.11214442013129103,0.9968701095461658,0.006000508517670988
0.1137855579868709,0.9968701095461658,0.006
0.11597374179431072,0.9968701095461658,0.005979140996303467
0.11761487964989059,0.9968701095461658,0.005714285714285714
0.12253829321663019,0.9968701095461658,0.005703726411880918
0.12472647702407003,0.9968701095461658,0.0056737111320500746
0.12582056892778992,0.9968701095461658,0.005554333321311358
0.13074398249452954,0.9968701095461658,0.005413220272318176
0.14824945295404815,0.9968701095461658,0.0053862660944206005
0.1487964989059081,0.9968701095461658,0.005378129790495656
0.15043763676148797,0.9968701095461658,0.00501131221719457
0.15153172866520787,0.9968701095461658,0.005008818342151675
0.1526258205689278,0.9968701095461658,0.004705882352941176
0.15645514223194748,0.9968701095461658,0.004691358024691358
0.17286652078774617,0.9968701095461658,0.004672489082969432
0.17341356673960612,0.9968701095461658,0.004626130922359417
0.17943107221006566,0.9968701095461658,0.0044444444444444444
0.1799781181619256,0.9968701095461658,0.004423076923076923
0.18161925601750548,0.9968701095461658,0.004117647058823529
0.187636761487965,0.9968701095461658,0.0040336760135250525
0.1887308533916849,0.9968701095461658,0.003333333333333333
0.1898249452954048,0.9968701095461658,0.003327169055324395
0.1925601750547046,0.9968701095461658,0.0033104500381388254
0.1936542669584245,0.9968701095461658,0.003157894736842105
0.1963894967177243,0.9968701095461658,0.003076923076923077
0.1985776805251641,0.9968701095461658,0.003065847234416155
0.20076586433260393,0.9968701095461658,0.0029493100535060547
0.20185995623632386,0.9968701095461658,0.002795072257758825
0.2051422319474836,0.9968701095461658,0.00257552483358935
0.20678336980306344,0.9968701095461658,0.0025
0.21991247264770242,0.9968701095461658,0.0024776119402985077
0.2215536105032823,0.9968701095461658,0.0023684210526315787
0.2237417943107221,0.9968701095461658,0.0022850186940266064
0.22921225382932167,0.9968701095461658,0.002258064516129032
0.23194748358862144,0.9968701095461658,0.0022500000000000003
0.23413566739606126,0.9968701095461658,0.0021485189820609095
0.23522975929978118,0.9968701095461658,0.0020168067226890756
0.23577680525164113,0.9968701095461658,0.0019538239538239538
0.23851203501094093,0.9968701095461658,0.0017543859649122805
0.23960612691466082,0.9968701095461658,0.001746031746031746
0.2401531728665208,0.9968701095461658,0.0016666666666666666
0.24234135667396062,0.9968701095461658,0.0016073663507956374
0.24890590809628008,0.9968701095461658,0.0015602836879432625
0.2800875273522976,0.9968701095461658,0.0015560640732265446
0.28063457330415753,0.9968701095461658,0.0015396825396825397
0.28938730853391686,0.9968701095461658,0.0014925373134328356
0.2910284463894967,0.9968701095461658,0.0014392991239048812
0.2937636761487965,0.9968701095461658,0.0014285714285714286
0.29431072210065645,0.9968701095461658,0.0012280006342159505
0.29540481400437635,0.9968701095461658,0.0010866910866910867
0.2975929978118162,0.9968701095461658,0.0010599334073251943
0.29814004376367614,0.9968701095461658,0.000984126984126984
0.300328227571116,0.9968701095461658,0.000851063829787234
0.3014223194748359,0.9968701095461658,0.0007692307692307692
0.3052516411378556,0.9968701095461658,0.0007563025210084033
0.3074398249452954,0.9968701095461658,0.0007331628303495311
0.3079868708971554,0.9968701095461658,0.0006936208445642409
0.31181619256017507,0.9968701095461658,0.0006666666666666666
0.31291028446389496,0.9968701095461658,0.0006397653400983035
0.36597374179431075,0.9968701095461658,0.000588235294117647
0.3665207877461707,0.9968701095461658,0.0005825097334531297
0.37089715536105033,0.9968701095461658,0.0005252525252525252
0.37800875273522977,0.9968701095461658,0.00047169811320754723
0.37910284463894967,0.9968701095461658,0.0003225806451612903
0.4212253829321663,0.9968701095461658,0.00031746031746031746
0.42396061269146607,0.9968701095461658,0.0002347463856897819
0.45076586433260396,0.9968701095461658,0.0002077922077922078
0.45842450765864334,0.9968701095461658,0.0001680672268907563
0.4638949671772429,0.9968701095461658,0.00014492753623188405
0.4896061269146608,0.9968701095461658,2.6954177897574127e-05
1.0,1.0,0.0
